Date,AL,AR,AU,AT,AZ,BD,BY,BE,BA,BR,BG,KH,CA,CL,CN,CO,CR,HR,CY,CZ,DK,DO,EE,EU,FI,FR,DE,GR,HN,HK,HU,IN,ID,IR,IE,IL,IT,JP,LV,LT,LU,MO,MY,MX,MN,MA,NL,NZ,NG,NO,OM,PK,PA,PE,PH,PL,PT,RO,RU,SA,RS,SG,SK,SI,ZA,KR,ES,SE,CH,TW,TH,TR,UA,AE,UK,US,UZ,VE,VN
1966-01-01,,,15058.0,,,,,,,,,,127441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155367.0,,,,,,,,,,41099.0,1489775,,,
1966-04-01,,,15180.0,,,,,,,,,,131224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164738.0,,,,,,,,,,42098.0,1517912,,,
1966-07-01,,,15679.0,,,,,,,,,,134400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149463.0,,,,,,,,,,42681.0,1559275,,,
1966-10-01,,,15811.0,,,,,,,,,,138573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152290.0,,,,,,,,,,42820.0,1586198,,,
1967-01-01,,,16164.0,,,,,,,,,,138765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157884.0,,,,,,,,,,44144.0,1653233,,,
1967-04-01,,,16129.0,,,,,,,,,,144793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158639.0,,,,,,,,,,44405.0,1646377,,,
1967-07-01,,,16635.0,,,,,,,,,,145585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167061.0,,,,,,,,,,44379.0,1664669,,,
1967-10-01,,,17148.0,,,,,,,,,,147147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162898.0,,,,,,,,,,45423.0,1677307,,,
1968-01-01,,,18049.0,,,,,,,,,,148575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168242.0,,,,,,,,,,45465.0,1707281,,,
1968-04-01,,,17792.0,,,,,,,,,,151593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168127.0,,,,,,,,,,45189.0,1716107,,,
1968-07-01,,,17543.0,,,,,,,,,,155722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174341.0,,,,,,,,,,45365.0,1721216,,,
1968-10-01,,,17927.0,,,,,,,,,,158509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180382.0,,,,,,,,,,45039.0,1722739,,,
1969-01-01,,,17995.0,,,,,,,,,,158224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182957.0,,,,,,,,,,44979.0,1726594,,,
1969-04-01,,,18388.0,,,,,,,,,,161370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182763.0,,,,,,,,,,44315.0,1721163,,,
1969-07-01,,,18964.0,,,,,,,,,,161540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174186.0,,,,,,,,,,44220.0,1724612,,,
1969-10-01,,,19560.0,,,,,,,,,,164186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193857.0,,,,,,,,,,44647.0,1701376,,,
1970-01-01,,,19094.0,,,,,,,,,,170251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186693.0,,,,,,,,,,44259.0,1693165,,,
1970-04-01,,,19669.0,,,,,,,,,,176639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201523.0,,,,,,,,,,45756.0,1673464,,,
1970-07-01,,,20189.0,,,,,,,,,,172600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201039.0,,,,,,,,,,45448.0,1680531,,,
1970-10-01,,,20490.0,,,,,,,,,,176231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202820.0,,,,,,,,,,45844.0,1681319,,,
1971-01-01,,,20451.0,,,,,,,,,,173434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208395.0,,,,,,,,,,46085.0,1656742,,,
1971-04-01,,,20175.0,,,,,,,,,,179717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210139.0,,,,,,,,,,46938.0,1652914,,,
1971-07-01,,,21137.0,,,,,,,,,,182690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215172.0,,,,,,,,,,47374.0,1652012,,,
1971-10-01,,,20901.0,,,,,,,,,,185267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221320.0,,,,,,,,,,47295.0,1640336,,,
1972-01-01,,,21487.0,,,,,,,,,,181616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208300.0,,,,,,,,,,48403.0,1649269,,,
1972-04-01,,,21264.0,,,,,,,,,,184451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217011.0,,,,,,,,,,48816.0,1655872,,,
1972-07-01,,,21473.0,,,,,,,,,,188582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215056.0,,,,,,,,,,49517.0,1624317,,,
1972-10-01,,,21494.0,,,,,,,,,,191726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210796.0,,,,,,,,,,49949.0,1637754,,,
1973-01-01,,,22280.0,,,,,,,,,,191353.0,,,,,,,,,,,,,,,,,9358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211416.0,,,,,,,,,,50480.0,1651865,,,
1973-04-01,,,22244.0,,,,,,,,,,193435.0,,,,,,,,,,,,,,,,,8773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218851.0,,,,,,,,,,50860.0,1640230,,,
1973-07-01,,,22618.0,,,,,,,,,,194462.0,,,,,,,,,,,,,,,,,9968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229809.0,,,,,,,,,,51322.0,1620936,,,
1973-10-01,,,21849.0,,,,,,,,,,202126.0,,,,,,,,,,,,,,,,,10562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228570.0,,,,,,,,,,51388.0,1633097,,,
1974-01-01,,,22727.0,,,,,,,,,,200856.0,,,,,,,,,,,,,,,,,10061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238734.0,,,,,,,,,,50687.0,1662599,,,
1974-04-01,,,22503.0,,,,,,,,,,206307.0,,,,,,,,,,,,,,,,,9582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231609.0,,,,,,,,,,51644.0,1670929,,,
1974-07-01,,,23548.0,,,,,,,,,,209335.0,,,,,,,,,,,,,,,,,11354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247466.0,,,,,,,,,,52227.0,1674253,,,
1974-10-01,,,24184.0,,,,,,,,,,212173.0,,,,,,,,,,,,,,,,,11206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239605.0,,,,,,,,,,52945.0,1682266,,,
1975-01-01,,,24644.0,,,,,,,,,,213934.0,,,,,,,,,,,,,,,,,11529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.8,,,249150.0,,,,,,,,,,55074.0,1700574,,,
1975-04-01,,,25294.0,,,,,,,,,,221187.0,,,,,,,,,,,,,,,,,10965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.6,,,276332.0,,,,,,,,,,54366.0,1686211,,,
1975-07-01,,,26266.0,,,,,,,,,,223747.0,,,,,,,,,,,,,,,,,11150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.2,,,271879.0,,,,,,,,,,54512.0,1717716,,,
1975-10-01,,,25953.0,,,,,,,,,,223544.0,,,,,,,,,,,,,,,,,11485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.1,,,275906.0,,,,,,,,,,55622.0,1732769,,,
1976-01-01,,,26923.0,,,,,,,,,,222615.0,,,,,,,,,,,,,,,,,11952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.7,,,283301.0,,,,,,,,,,55635.0,1735490,,,
1976-04-01,,,26564.0,,,,,,,,,,225182.0,,,,,,,,,,,,,,,,,11531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.4,,,289517.0,,,,,,,,,,56110.0,1716171,,,
1976-07-01,,,26634.0,,,,,,,,,,224016.0,,,,,,,,,,,,,,,,,12170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.3,,,285779.0,,,,,,,,,,55859.0,1711140,,,
1976-10-01,,,26244.0,,,,,,,,,,226494.0,,,,,,,,,,,,,,,,,12196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.9,,,273680.0,,,,,,,,,,55364.0,1710087,,,
1977-01-01,,,27013.0,,,,,,,,,,230653.0,,,,,,,,,,,,,,,,,13173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.8,,,292711.0,,,,,,,,,,54823.0,1724629,,,
1977-04-01,,,26492.0,,,,,,,,,,235418.0,,,,,,,,,,,,,,,,,12422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.6,,,288703.0,,,,,,,,,,55220.0,1740413,,,
1977-07-01,,,26996.0,,,,,,,,,,233702.0,,,,,,,,,,,,,,,,,12897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.5,,,290252.0,,,,,,,,,,55107.0,1747409,,,
1977-10-01,,,26952.0,,,,,,,,,,235465.0,,,,,,,,,,,,,,,,,13520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.6,,,303978.0,,,,,,,,,,54985.0,1743244,,,
1978-01-01,,,27949.0,,,,,,,,,,234947.0,,,,,,,,,,,,,,,,,14435.0,,,,,,,,,,,,,,,,,,,,66580.0,,,,,,,,,,,,1165.1,,,296428.0,,,,,,,,,,55571.0,1743682,,,
1978-04-01,,,27657.0,,,,,,,,,,236487.0,,,,,,,,,,,,,,,,,13504.0,,,,,,,,,,,,,,,,,,,,65307.0,,,,,,,,,,,,1072.6,,,287580.0,,,,,,,,,,55652.0,1787410,,,
1978-07-01,,,28534.0,,,,,,,,,,236856.0,,,,,,,,,,,,,,,,,14410.0,,,,,,,,,,,,,,,,,,,,67118.0,,,,,,,,,,,,1103.5,,,295479.0,,,,,,,,,,56187.0,1803917,,,
1978-10-01,,,28430.0,,,,,,,,,,237267.0,,,,,,,,,,,,,,,,,14584.0,,,,,,,,,,,,,,,,,,,,68033.0,,,,,,,,,,,,1168.4,,,304055.0,,,,,,,,,,56429.0,1820148,,,
1979-01-01,,,28271.0,,,,,,,,,,236720.0,,,,,,,,,,,,,,,,,16340.0,,,,,,,,,,,,,,,,,,,,68535.0,,,,,,,,,,,,1072.1,,,294879.0,,,,,,,,,,56201.0,1802151,,,
1979-04-01,,,27944.0,,,,,,,,,,240017.0,,,,,,,,,,,,,,,,,14762.0,,,,,,,,,,,,,,,,,,,,70045.0,,,,,,,,,,,,1137.7,,,306051.0,,,,,,,,,,57314.0,1819707,,,
1979-07-01,,,28407.0,,,,,,,,,,238029.0,,,,,,,,,,,,,,,,,15439.0,,,,,,,,,,,,,,,,,,,,70673.0,,,,,,,,,,,,1217.9,,,313950.0,,,,,,,,,,56734.0,1825020,,,
1979-10-01,,,29038.0,,,,,,,,,,239613.0,,,,,,,,,,,,,,,,,16181.0,,,,,,,,,,,,,,,,,,,,71366.0,,,,,,,,,,,,1109.6,,,325508.0,,,,,,,,,,57018.0,1837039,,,
1980-01-01,,,28659.0,,,,,,,,,,241143.0,,,,,,,,,,,,,66286.0,,,,16696.0,,,,,,,,,,,,,,,,,,,,72435.0,,,,,,,,,,,,1085.4,,,330405.0,,,,9438.0,,,,,,57351.0,1864003,,,
1980-04-01,,,29629.0,,,,,,,,,,244202.0,,,,,,,,,,,,,66804.0,,,,15993.0,,,,,,,,,,,,,,,,,,,,72580.0,,,,,,,,,,,,1469.7,,,337453.0,,,,9616.0,,,,,,56854.0,1867666,,,
1980-07-01,,,29070.0,,,,,,,,,,247679.0,,,,,,,,,,,,,67305.0,,,,16742.0,,,,,,,,,,,,,,,,,,,,73518.0,,,,,,,,,,,,1224.1,,,343029.0,,,,9716.0,,,,,,57743.0,1842245,,,
1980-10-01,,,30848.0,,,,,,,,,,246671.0,,,,,,,,,,,,,67644.0,,,,18164.0,,,,,,,,,,,,,,,,,,,,74333.0,,,,,,,,,,,,1287.0,,,342564.0,,,,9769.0,,,,,,57933.0,1841838,,,
1981-01-01,,,30292.0,,,,,,,,,,247790.0,,,,,,,,,,,,,68084.0,,,,23304.0,,,,,,,,,,,,,,,,,,,,74391.0,,,,,,,,,,,,1094.8,,,333813.0,,,,9819.0,154544.0,,,,,57275.0,1866472,,,
1981-04-01,,,30782.0,,,,,,,,,,247312.0,,,,,,,,,,,,,68637.0,,,,18582.0,,,,,,,,,,,,,,,,,,,,75659.0,,,,,,,,,,,,1466.9,,,361769.0,,,,9870.0,156539.0,,,,,57786.0,1870062,,,
