Date,AL,AR,AU,AT,AZ,BD,BY,BE,BA,BR,BG,KH,CA,CL,CN,CO,CR,HR,CY,CZ,DK,DO,EE,EU,FI,FR,DE,GR,HN,HK,HU,IN,ID,IR,IE,IL,IT,JP,LV,LT,LU,MO,MY,MX,MN,MA,NL,NZ,NG,NO,OM,PK,PA,PE,PH,PL,PT,RO,RU,SA,RS,SG,SK,SI,ZA,KR,ES,SE,CH,TW,TH,TR,UA,AE,UK,US,UZ,VE,VN
1981-07-01,,,31616.0,,,,,,,,,,250330.0,,,,,,,,,,,,,69256.0,,,,18934.0,,,,,,,,,,,,,,,,,,,,76060.0,,,,,,,,,,,,1375.8,,,343687.0,,,,9860.0,149624.0,,,,,57861.0,1863621,,,
1981-10-01,,,30223.0,,,,,,,,,,251010.0,,,,,,,,,,,,,69746.0,,,,21233.0,,,,,,,,,,,,,,,,,,,,76686.0,,,,,,,,,,,,1428.8,,,339815.0,,,,9867.0,149519.0,,,,,56741.0,1887304,,,
1982-01-01,,,29383.0,,,,,,,,,,248899.0,,,,,,,,,,,,,70819.0,,,,22365.0,,,,,,,,,,,,,,,,,,,,76534.0,,,,,,,,,,,,1405.3,,,380142.0,,,,9869.0,167873.0,,,,,57564.0,1885192,,,
1982-04-01,,,31588.0,,,,,,,,,,251446.0,,,,,,,,,,,,,71330.0,,,,21273.0,,,,,,,,,,,,,,,,,,,,77694.0,,,,,,,,,,,,1403.3,,,365468.0,,,,9870.0,168630.0,,,,,57650.0,1892356,,,
1982-07-01,,,30154.0,,,,,,,,,,253589.0,,,,,,,,,,,,,72497.0,,,,21847.0,,,,,,,,,,,,,,,,,,,,77976.0,,,,,,,,,,,,1549.9,,,359775.0,,,,9884.0,158490.0,,,,,57749.0,1907531,,,
1982-10-01,,,31367.0,,,,,,,,,,254303.0,,,,,,,,,,,,,73028.0,,,,21233.0,,,,,,,,,,,,,,,,,,,,78064.0,,,,,,,,,,,,1661.4,,,360898.0,,,,10044.0,157463.0,,,,,58123.0,1936943,,,
1983-01-01,,,32248.0,,,,,,,,,,249896.0,,,,,,,,,,,,,73377.0,,,,23237.0,,,,,,,,,,,,,,,,,,,,80441.0,,,,,,,,,,,,1707.2,,,355865.0,,,,10110.0,176578.0,,,,,57949.0,1955554,,,
1983-04-01,,,32165.0,,,,,,,,,,254544.0,,,,,,,,,,,,,73420.0,,,,22875.0,,,,,,,,,,,,,,,,,,,,78725.0,,,,,,,,,,,,1602.5,,,372843.0,,,,10193.0,178146.0,,,,,58968.0,1971659,,,
1983-07-01,,,32211.0,,,,,,,,,,257223.0,,,,,,,,,,,,,73955.0,,,,23039.0,,,,,,,,,,,,,,,,,,,,79556.0,,,,,,,,,,,,1574.7,,,377859.0,,,,10200.0,168291.0,,,,,58679.0,2005680,,,
1983-10-01,,,32779.0,,,,,,,,,,257505.0,,,,,,,,,,,,,74429.0,,,,23064.0,,,,,,,,,,,,,,,,,,,,80904.0,,,,,,,,,,,,1656.4,,,386279.0,,,,10196.0,168536.0,,,,,59104.0,1973580,,,
1984-01-01,,,33306.0,,,,,,,,,,258138.0,,,,,,,,,,,,,74448.0,,,,24568.0,,,,,,,,,,,,,,,,,,,,79756.0,,,,,,,,,,,,1671.9,,,379484.0,,,,10199.0,190013.0,,,,,59530.0,1994498,,,
1984-04-01,,,33506.0,,,,,,,,,,258237.0,,,,,,,,,,,,,74981.0,,,,22894.0,,,,,,,,,,,,,,,,,,,,81162.0,,,,,,,,,,,,1573.7,,,400220.0,,,,10273.0,189115.0,,,,,58960.0,2037823,,,
1984-07-01,,,35780.0,,,,,,,,,,261238.0,,,,,,,,,,,,,75860.0,,,,24437.0,,,,,,,,,,,,,,,,,,,,81580.0,,,,,,,,,,,,1839.7,,,417548.0,,,,10385.0,189021.0,,,,,59399.0,2054317,,,
1984-10-01,,,34645.0,,,,,,,,,,264575.0,,,,,,,,,,,,,76301.0,,,,24150.0,,,,,,,,,,,,,,,,,,,,81981.0,,,,,,,,,,,,1845.4,,,397199.0,,,,10482.0,185044.0,,,,,59609.0,2097444,,,
1985-01-01,,,36314.0,,,,,,,,,,268573.0,,,,,,,,,,,,,76885.0,,,,25112.0,,,,,,,,,,,,,,,,,,,,82203.0,,,,,,,,,,,,2044.8,,,408099.0,,,,10644.0,201346.0,,,,,60270.0,2120284,,,
1985-04-01,,,36707.0,,,,,,,,,,270876.0,,,,,,,,,,,,,77514.0,,,,23464.0,,,,,,,,,,,,,,,,,,,,83124.0,,,,,,,,,,,,2118.0,,,396909.0,,,,10860.0,203491.0,,,,,58284.0,2167338,,,
1985-07-01,,,36643.0,,,,,,,,,,268773.0,,,,,,,,,,,,,77801.0,,,,24982.0,,,,,,,,,,,,,,,,,,,,83755.0,,,,,,,,,,,,2112.9,,,441884.0,,,,10950.0,200090.0,,,,,59059.0,2216743,,,
1985-10-01,,,37139.0,,,,,,,,,,275438.0,,,,,,,,,,,,,78440.0,,,,25424.0,,,,,,,,,,,,,,,,,,,,84087.0,,,,,,,,,,,,2055.9,,,402388.0,,,,11002.0,200158.0,,,,,59175.0,2225878,,,
1986-01-01,,,37460.0,,,,,,,,,,275589.0,,,,,,,,,,,,,78832.0,,,,26718.0,,,,,,,,,,,,,,,,,,,,85325.0,,,,,,,,,,,,2134.0,,,420005.0,,,,11108.0,212133.0,,,,,60639.0,2243464,,,
1986-04-01,,,38436.0,,,,,,,,,,273788.0,,,,,,,,,,,,,79380.0,,,,25275.0,,,,,,,,,,,,,,,,,,,,83787.0,,,,,,,,,,,,2124.5,,,435068.0,,,,11189.0,217388.0,,,,,60280.0,2290227,,,
1986-07-01,,,39050.0,,,,,,,,,,276499.0,,,,,,,,,,,,,79922.0,,,,26182.0,,,,,,,,,,,,,,,,,,,,85477.0,,,,,,,,,,,,2043.7,,,414063.0,,,,11257.0,201499.0,,,,,59758.0,2340115,,,
1986-10-01,,,38397.0,,,,,,,,,,275463.0,,,,,,,,,,,,,80568.0,,,,27073.0,,,,,,,,,,,,,,,,,,,,85951.0,,,,,,,,,,,,2067.2,,,417935.0,,,,11296.0,206056.0,,,,,59777.0,2330449,,,
1987-01-01,,,38371.0,,,,,,,,,,277776.0,,,,,,,,,,,,,80902.0,,,,27856.0,,,,,,,,,,,,,,,,,,,,86951.0,,,,,,,,,,,,1953.2,,,443684.0,,,,11383.0,226161.0,,,,,59542.0,2344118,,,
1987-04-01,,,38931.0,,,,,,,,,,279902.0,,,,,,,,,,,,,81425.0,,,,25808.0,,,,,,,,,,,,,,,,,,5477.0,,89283.0,,,,,,,,,,,,1970.6,,,446916.0,,,,11439.0,233997.0,,,,,60473.0,2362291,,,
1987-07-01,,,39295.0,,,,,,,,,,277962.0,,,,,,,,,,,,,82111.0,,,,27004.0,,,,,,,,,,,,,,,,,,5583.0,,89286.0,,,,,,,,,,,,2117.9,,,419290.0,,,,11476.0,231170.0,,,,,60248.0,2364769,,,
1987-10-01,,,40283.0,,,,,,,,,,281444.0,,,,,,,,,,,,,83175.0,,,,27970.0,,,,,,,,,,,,,,,,,,5590.0,,89529.0,,,,,,,,,,,,2528.0,,,440295.0,,,,11587.0,236599.0,,,,,60075.0,2400223,,,
1988-01-01,,,40772.0,,,,,,,,,,284771.0,,,,,,,,,,,,,84086.0,,,,28315.0,,,,,,,,,,,,,,,,,,5510.0,,87248.0,,,,,,,,,,,,2002.3,,,443586.0,,,,11681.0,244688.0,,,,,60296.0,2380198,,,
1988-04-01,,,40222.0,,,,,,,,,,287417.0,,,,,,,,,,,,,84569.0,,,,26902.0,,,,,,,,,,,,,,,,,,5482.0,,87351.0,,,,,,,,,,,,1948.3,,,437598.0,,,,11890.0,251678.0,,,,,60208.0,2387303,,,
1988-07-01,,,40814.0,,,,,,,,,,288719.0,,,,,,,,,,,,,85107.0,,,,29423.0,,,,,,,,,,,,,,,,,,5542.0,,88027.0,,,,,,,,,,,,1984.9,,,444026.0,,,,12064.0,252117.0,,,,,59687.0,2387578,,,
1988-10-01,,,40319.0,,,,,,,,,,288805.0,,,,,,,,,,,,,84965.0,,,,28349.0,,,,,,,,,,,,,,,,,,5601.0,,88924.0,,,,,,,,,,,,2034.9,,,453982.0,,,,12344.0,255466.0,,,,,60530.0,2433900,,,
1989-01-01,,,41038.0,,,,,,,,,,289888.0,,,,,,,,,,,,,85477.0,,,,30820.0,,,,,,,,,,,,,,,,,,5545.0,,89643.0,,,,,,,,,,,,2132.6,,,469467.0,,,,12670.0,268534.0,,,,,60084.0,2423185,,,
1989-04-01,,,43125.0,,,,,,,,,,293888.0,,,,,,,,,,,,,85578.0,,,,28297.0,,,,,,,,,,,,,,,,,,5665.0,,89627.0,,,,,,,,,,,,2142.9,,,454116.0,,,,12908.0,275576.0,,,,,60355.0,2460441,,,
1989-07-01,,,41160.0,,,,,,,,,,297318.0,,,,,,,,,,,,,86059.0,,,,29132.0,,,,,,,,,,,,,,,,,,5707.0,,91782.0,,,,,,,,,,,,2101.5,,,459369.0,,,,13236.0,299578.0,,,,,61294.0,2482562,,,
1989-10-01,,,41824.0,,,,,,,,,,296904.0,,,,,,,,,,,,,86771.0,,,,30654.0,,,,,,,,,,,,,,,,,,5852.0,,91477.0,,,,,,,,,,,,2088.7,,,467699.0,,,,13372.0,297728.0,,,,,61014.0,2495007,,,
1990-01-01,,,42816.0,,,,,,,,,,302683.0,,,,,,,,,,,,9924.0,87812.0,,,,32803.0,,,,,,,,,,,,,,,,,,6136.0,,91198.0,,,,,,,,,,,,2421.8,,,483635.0,18826.0,,,13471.0,314869.0,,,,,61555.0,2534913,,,
1990-04-01,,,43875.0,,,,,,,,,,299097.0,,,,,,,,,,,,9936.0,88096.0,,,,28989.0,,,,,,,,,,,,,,,,,,5970.0,,95914.0,,,,,,,,,,,,2048.5,,,461774.0,19222.0,,,13562.0,322063.0,,,,,61782.0,2538916,,,
1990-07-01,,,42890.0,,,,,,,,,,305704.0,,,,,,,,,,,,10029.0,89153.0,,,,31759.0,,,,,,,,,,,,,,,,,,5980.0,,96533.0,,,,,,,,,,,,2440.2,,,470554.0,19427.0,,,13694.0,328085.0,,,,,62278.0,2542963,,,
1990-10-01,,,43299.0,,,,,,,,,,309111.0,,,,,,,,,,,,10136.0,89735.0,,,,31621.0,,,,,,,,,,,,,,,,,,5832.0,,95140.0,,,,,,,,,,,,2384.0,,,476559.0,19698.0,,,13883.0,325398.0,,,,,62827.0,2559964,,,
1991-01-01,,,44592.0,,,,,,,,,,307509.0,,,,,,,,,28.4,,,10163.0,90528.0,95394.0,,,35143.0,,,,,,,,,,,,,,,,,,5816.0,,98828.0,,,,,,,,,,,,2585.0,,,481444.0,19732.0,,,13984.0,339352.0,,,,,62996.0,2575220,,,
1991-04-01,,,44326.0,,,,,,,,,,313289.0,,,,,,,,,30.6,,,10218.0,91700.0,96720.0,,,32636.0,,,,,,,,,,,,,,,,,,6017.0,,98928.0,,,,,,,,,,,,2495.3,,,488976.0,20017.0,,,14046.0,347111.0,,,,,64605.0,2585693,,,
1991-07-01,,,46075.0,,,,,,,,,,311016.0,,,,,,,,,28.6,,,10203.0,92145.0,99446.0,,,33310.0,,,,,,,,,,,,,,,,,,5649.0,,100429.0,,,,,,,,,,,,2457.5,,,477592.0,20397.0,,,14156.0,350930.0,,,,,64119.0,2578454,,,
1991-10-01,,,45019.0,,,,,,,,,,313447.0,,,,,,,,,33.5,,,10141.0,92943.0,99908.0,,,34234.0,,,,,,,,,,,,,,,,,,5811.0,,102694.0,,,,,,,,,,,,2576.0,,,487279.0,20776.0,,,14249.0,349308.0,,,,,64009.0,2559584,,,
1992-01-01,,,44044.0,,,,,,,,,,313952.0,,,,,,,,,31.5,,,10057.0,93470.0,101964.0,,,39232.0,,,,,,,,,,,,,,,,,,5871.0,,105549.0,,,,,,,,,,,,2488.3,,,492455.0,20941.0,,,14266.0,354702.0,,,,,64266.0,2582280,,,
1992-04-01,,,44433.0,,,,,,,,,,312184.0,,,,,,,,,34.5,,,9939.0,94129.0,102962.0,,,37336.0,,,,,,,,,,,,,,,,,,5996.0,,105360.0,,,,,,,,,,,,2608.0,,,495913.0,21289.0,,,14244.0,358383.0,,,,,64522.0,2577285,,,
1992-07-01,,,46015.0,,,,,,,,,,312118.0,,,,,,,,,37.6,,,9775.0,95238.0,104318.0,,,38505.0,,,,,,,,,,,,,,,,,,5826.0,,106148.0,,,,,,,,,,,,2634.0,,,490903.0,21770.0,,,14113.0,357318.0,,,,,64510.0,2593701,,,
1992-10-01,,,46380.0,,,,,,,,,,317134.0,,,,,,,,,40.6,,,9648.0,96130.0,104139.0,,,38521.0,,,,,,,,,,,,,,,,,,5895.0,,108123.0,,,,,,,,,,,,2722.0,,,492129.0,21982.0,,,13991.0,355836.0,,,,,64806.0,2593400,,,
1993-01-01,,,45786.0,,,,,,,,,360.7,314100.0,,,,,,,,,36.6,,,9567.0,97170.0,104697.0,,,39304.0,,,,,,,,,,,,,,1400359.0,,,,5896.0,,109706.0,,,,,,,,,,,,3086.0,,,493909.0,21962.0,,224342.0,14028.0,374690.0,111819.0,,,,64235.0,2561222,,,
1993-04-01,,,45957.0,,,,,,,,,,315441.0,,,,,,,,,42.3,,,9489.0,98249.0,104355.0,,,39122.0,,,,,,,,,,,,,,1407199.0,,,,5939.0,,110226.0,,,,,,,,,,,,2861.0,,,497422.0,22759.0,,223327.0,14204.0,372317.0,116963.0,,,,63699.0,2561456,,,
1993-07-01,,,46056.0,,,,,,,,,,311795.0,,,,,,,,,43.0,,,9441.0,98411.0,104057.0,,,39488.0,,,,,,,,,,,,,,1408027.0,,,,6001.0,,107601.0,,,,,,,,,,,,3145.0,,,500255.0,22331.0,,222458.0,14239.0,359068.0,137745.0,,,,64437.0,2565100,,,
1993-10-01,,,46502.0,,,,,,,,,,311541.0,,,,,,,,,46.9,,,9421.0,98634.0,103401.0,,,39707.0,,,,,,,,,,,,,,1424336.0,,,,6002.0,,113065.0,,,,,,,,,,,,2822.0,,,502923.0,22548.0,,221833.0,14418.0,364902.0,125080.0,,,,64382.0,2574165,,,
1994-01-01,,,47001.0,,,,,,,,,618.9,307003.0,,,,,,,,,43.6,,,9380.0,98446.0,106802.0,,,40999.0,,,,,,,,17899.0,,,,,,1447756.0,,,,6065.0,,108939.0,,,,,,,,,,,,2785.0,,,505201.0,22656.0,,220097.0,14525.0,376349.0,128859.0,,,,64297.0,2542324,,,
1994-04-01,,,46581.0,,,,,,,,,,310889.0,,,,,,,,,52.7,,,9455.0,98446.0,107561.0,,,40939.0,,,,,,,,18160.0,,,,,,1456462.0,,,,5982.0,,111548.0,,,,,,,,,,,,3121.0,,,505206.0,22988.0,,220868.0,14376.0,381483.0,126162.0,,,,65276.0,2554916,,,
1994-07-01,,,47804.0,,,,,,,,,,311184.0,,,,,,,,,49.0,,,9530.0,98468.0,107666.0,,,40928.0,,,,,,,,17979.0,,,,,,1451315.0,,,,6155.0,,111972.0,,,,,,,,,,,,3147.0,,,502942.0,23335.0,,220108.0,14656.0,356427.0,153572.0,,,,65234.0,2597991,,,
1994-10-01,,,47947.0,,,,,,,,,,309573.0,,,,,,,,,45.3,,,9628.0,98453.0,108470.0,,,41019.0,,,,,,,,18298.0,,,,,,1453236.0,,,,6273.0,,114485.0,,,,,,,,,,,,3001.0,,,497292.0,23592.0,,219607.0,14731.0,366005.0,124600.0,,,,65005.0,2575394,,,
1995-01-01,,,48289.0,12527.0,,,,18036.0,,,2883.0,475.3,309216.0,,,,,1909.1,381.0,174500.0,90900.0,42.2,704.4,466183.0,9761.0,98154.0,107427.0,8496.0,,42300.0,1361223.0,,,,4493.0,19205.0,,18674.0,871.9,1289.5,1147.1,,,1443225.0,,,,6311.0,,112560.0,,,,,,43962.0,6117.0,22303.0,,,87783.0,2970.0,2259.8,1173.1,484801.0,23531.0,29954.0,221450.0,14709.0,412258.0,139038.0,,,,65683.0,2584415,,,
1995-04-01,,,50121.0,12642.0,,,,18169.0,,,4047.0,,308306.0,,,,,1922.5,384.2,171956.0,91349.0,45.5,696.7,471318.0,9764.0,98217.0,109379.0,8527.0,,41510.0,1325327.0,,,,4365.0,19324.0,,18758.0,854.8,1291.6,1156.1,,,1431993.0,,,,6312.0,,110521.0,,,,,,44770.0,6185.0,46160.0,,,94690.0,3222.0,2345.3,1183.6,474173.0,23885.0,29939.0,221124.0,14681.0,421310.0,137207.0,,,,65932.0,2593101,,,
1995-07-01,,,49187.0,12659.0,,,,18253.0,,,3849.0,,305815.0,,,,,1930.1,389.2,170398.0,91897.0,45.0,695.8,471856.0,9810.0,98582.0,111077.0,8714.0,,42827.0,1306690.0,,,,4373.0,19302.0,,18659.0,842.8,1286.9,1161.3,,,1439921.0,,,,6302.0,,112243.0,,,,,,44952.0,6249.0,6306.0,,,94905.0,3456.0,2366.9,1185.3,465912.0,24240.0,29934.0,221678.0,14718.0,421373.0,159073.0,,,,65770.0,2586304,,,
1995-10-01,,,50641.0,12771.0,,,,18459.0,,,5216.0,,303017.0,,,,,1922.4,409.0,169043.0,92446.0,43.2,691.6,474649.0,9808.0,99072.0,112150.0,8886.0,,42613.0,1298772.0,,,,4220.0,19146.0,,19012.0,831.4,1330.1,1166.7,,,1430877.0,,,,6267.0,,113137.0,,,,,,45014.0,6309.0,17778.0,,,91968.0,3730.0,2408.8,1190.5,464938.0,24496.0,30075.0,221312.0,14724.0,425459.0,134606.0,,,,66052.0,2559248,,,
1996-01-01,,,51619.0,12782.0,,,,18352.0,,35503.0,3199.0,594.9,303238.0,,,,,1887.1,404.1,170559.0,93551.0,44.6,684.0,475115.0,9913.0,99855.0,111342.0,8920.0,,43303.0,1279663.0,,,,4651.0,19529.0,70678.0,19168.0,816.2,1295.2,1175.6,,,1425252.0,,,27660.0,6259.0,,114485.0,,,,,,45447.0,6358.0,24068.0,,,95813.0,3687.0,2533.0,1200.0,476574.0,25075.0,30067.0,221448.0,14780.0,423149.0,147928.0,,,,66423.0,2576137,,,
1996-04-01,,,50917.0,12756.0,,,,18525.0,,36963.0,3487.0,,303211.0,,,,,1886.4,406.6,167644.0,94394.0,46.1,678.3,477655.0,9990.0,100588.0,112519.0,9080.0,,43481.0,1291969.0,,,,4507.0,19954.0,70419.0,19207.0,816.0,1272.2,1182.0,,,1429013.0,,,27837.0,6443.0,,113939.0,,,,,,45371.0,6392.0,23012.0,,,96221.0,3394.0,2470.4,1206.9,486270.0,25468.0,30169.0,221386.0,14790.0,475761.0,150738.0,,,,65943.0,2608232,,,
1996-07-01,,,51500.0,12793.0,,,,18557.0,,38784.0,2623.0,,298582.0,,,,,1866.3,405.4,173752.0,95032.0,46.4,678.8,481125.0,10063.0,101028.0,114098.0,9244.0,,44748.0,1294540.0,,,,4528.0,20387.0,70732.0,18959.0,808.5,1321.9,1194.0,,,1437126.0,,,28075.0,6293.0,,116150.0,,,,,,45988.0,6408.0,21558.0,,,96318.0,4566.0,2506.0,1225.3,494635.0,25802.0,30387.0,219868.0,14763.0,436682.0,168628.0,,,,66355.0,2608223,,,
1996-10-01,,,50988.0,12840.0,,,,18590.0,,33803.0,2893.0,,297912.0,,,,,1912.3,460.0,172996.0,94792.0,54.0,673.4,482192.0,9988.0,101613.0,113815.0,9212.0,,44607.0,1278020.0,,,,4366.0,20561.0,70678.0,19529.0,806.2,1304.0,1201.4,,,1453464.0,,,28262.0,6433.0,,116534.0,,,,,,46830.0,6417.0,24056.0,,,94819.0,3739.0,2533.0,1230.4,504256.0,26469.0,30597.0,222165.0,14746.0,462989.0,158534.0,,,,66554.0,2626227,,,
1997-01-01,,,51727.0,12951.0,,,,18684.0,,35941.0,1874.7,606.6,300334.0,,,,,1916.3,447.3,180776.0,94285.0,48.3,671.4,482991.0,10179.0,101687.0,114031.0,8857.0,,45495.0,1290155.0,,,,4618.0,20412.0,70694.0,19509.0,810.0,1314.6,1211.6,,,1485117.0,,,28552.0,6390.0,,114166.0,,,,,,47110.0,6432.0,24750.0,,,92834.0,3956.0,2459.8,1248.5,501583.0,25872.0,30642.0,220678.0,14747.0,454696.0,156280.0,,,,65866.0,2612572,,,
1997-04-01,,,52413.0,13102.0,,,,18684.0,,36670.0,2273.3,,298101.0,,,,,1908.4,446.6,178822.0,94987.0,53.5,678.3,485138.0,10257.0,101804.0,114776.0,8761.0,,46472.0,1277404.0,,,,4838.0,20490.0,70704.0,19629.0,800.6,1401.9,1226.1,,,1501048.0,,,28685.0,6479.0,,121389.0,,,,,,47090.0,6480.0,23234.0,,,96478.0,3857.0,2513.0,1260.9,501786.0,26260.0,31165.0,220902.0,14781.0,488739.0,154225.0,,,,64880.0,2646418,,,
1997-07-01,,,53677.0,13158.0,,,,18733.0,,36567.0,2105.3,,298712.0,,,,,1945.5,437.5,176618.0,95333.0,54.3,670.3,485990.0,10377.0,101912.0,114522.0,8817.0,,44691.0,1261537.0,,,,4819.0,20729.0,70705.0,19272.0,801.4,1379.7,1238.4,,,1512204.0,,,28955.0,6657.0,,118597.0,,,,,,47456.0,6566.0,25114.0,,,129564.0,4137.0,2542.0,1276.1,500609.0,26422.0,31311.0,222483.0,14832.0,472417.0,174222.0,,,,65802.0,2658663,,,
1997-10-01,,,53947.0,13334.0,,,,18823.0,,37682.0,2321.8,,298651.0,,,,,1959.9,529.3,170280.0,95091.0,60.4,677.5,484105.0,10464.0,101757.0,112466.0,8875.0,,44536.0,1262081.0,,,,4952.0,20854.0,70714.0,19664.0,901.9,1333.1,1245.9,,,1524290.0,,,29204.0,6592.0,,120379.0,,,,,,47958.0,6686.0,23694.0,,,115821.0,4470.0,2545.0,1296.0,499664.0,26724.0,31275.0,221306.0,14865.0,486712.0,158448.0,,,,67132.0,2672005,,,
1998-01-01,,,53194.0,13387.0,,,,18979.0,,36380.0,2867.0,561.7,306684.0,,,,,1980.0,541.4,168100.0,96609.0,55.0,693.6,490997.0,10411.0,101237.0,116325.0,8925.0,,46725.0,1236830.0,,,,5014.0,20877.0,71620.0,19605.0,908.6,1410.1,1265.4,,,1508124.0,,,29664.0,6682.0,,121096.0,2133.2,,,,103189.0,47932.0,6825.0,20868.0,,,116105.0,4163.0,2598.0,1294.9,493239.0,26897.0,31647.0,228942.0,14838.0,486850.0,152521.0,53.57,,,67729.0,2662448,,12858.0,
1998-04-01,,,54171.0,13523.0,,,,18992.0,,37499.0,3128.0,,303542.0,,,,,2011.7,531.3,173539.0,97678.0,57.4,699.5,493249.0,10489.0,100916.0,116951.0,8994.0,,43778.0,1239265.0,,,,5076.0,20895.0,71898.0,19846.0,921.8,1396.9,1274.8,,,1517947.0,,,29909.0,6696.0,,122778.0,,,,,117013.0,48605.0,6949.0,20102.0,,,113204.0,4556.0,2607.0,1311.2,492184.0,27162.0,31952.0,229142.0,14882.0,533423.0,151098.0,58.04,,,67892.0,2709053,,27026.0,
1998-07-01,,,55494.0,13527.0,,,,19095.0,,38533.0,2873.0,,304696.0,,,,,1973.6,553.3,170421.0,98559.0,58.6,710.5,494895.0,10653.0,100882.0,116951.0,9063.0,,46693.0,1240673.0,,,,5246.0,21195.0,72150.0,19609.0,938.1,1426.2,1257.4,,,1533346.0,,,30154.0,6735.0,,123200.0,,,,,107466.0,48934.0,7041.0,19607.0,,,113296.0,4340.0,2618.0,1327.2,488539.0,27580.0,32359.0,231117.0,14990.0,457064.0,191065.0,56.91,,,68542.0,2729468,,20405.0,
1998-10-01,,,56263.0,13676.0,,,,19155.0,,39180.0,3475.0,,303877.0,,,,,1934.5,508.3,175860.0,98572.0,62.5,706.5,496496.0,10561.0,101344.0,116414.0,9232.0,,46022.0,1247464.0,,,,5355.0,20928.0,72205.0,20030.0,947.3,1477.0,1272.2,,,1547863.0,,,30269.0,6732.0,,124278.0,,,,,100898.0,48784.0,7102.0,29696.0,,,118781.0,4702.0,2631.0,1344.5,485191.0,27887.0,32810.0,230887.0,15017.0,516450.0,178120.0,65.87,,,68605.0,2745584,,17285.0,
1999-01-01,,,56404.0,13830.0,,,,19336.0,,36637.0,2650.0,655.8,307260.0,,,,,1985.7,543.4,175673.0,100425.0,55.4,714.3,501622.0,10603.0,101988.0,118616.0,9347.0,,48683.0,1260673.0,,,,5349.0,20896.0,72613.0,20210.0,952.3,1408.4,1326.9,,,1587031.0,,,30346.0,7030.0,,125331.0,2094.0,,,,105083.0,49356.0,7144.0,29762.0,,,109914.0,5187.0,2422.8,1355.5,486590.0,28205.0,33149.0,233586.0,15088.0,498065.0,156766.0,58.33,,,68446.0,2765048,,16895.0,
